t,semimajor,eccentricity,argumentPeriapsis,inclination,ascendingNode
58777.3871527778,6799995.91760408,2.36079713469534e-05,5.53935432683604,0.000101943172095036,3.11116725979003
58777.3877314815,6799995.98517394,0.000104023669188582,5.56633096861567,0.000102066939038402,3.11258421071459
58777.3883101852,6799996.14037007,0.000184358880144663,5.5931373977307,0.000102174306928942,3.1139578548394
58777.3888888889,6799996.38265766,0.000264551392419638,5.61998616415875,0.000102265818583465,3.11527099519257
58777.3894675926,6799996.71123367,0.000344539081000175,5.64690746629363,0.000102342211224409,3.11650713772013
58777.3900462963,6799997.12502949,0.000424259945211089,5.67392054246611,0.000102404408638059,3.11765067293912
58777.390625,6799997.62271446,0.000503652147064486,5.70104149464941,0.000102453511233138,3.11868705243311
58777.3912037037,6799998.20270002,0.000582654049851872,5.72828453636964,0.00010249078404601,3.11960295885675
58777.3917824074,6799998.86314464,0.000661204257003193,5.75566222207434,0.000102517642755535,3.12038646788666
58777.3923611111,6799999.60195935,0.000739241651245349,5.78318543303377,0.000102535637790181,3.12102720031456
58777.3929398148,6800000.41681411,0.000816705434094697,5.81086329409964,0.000102546436632631,3.12151646224081
58777.3935185185,6800001.30514465,0.000893535165712661,5.83870307384418,0.000102551804452601,3.12184737110836
58777.3940972222,6800002.26416015,0.000969670805150679,5.86671008805326,0.000102553583226773,3.1220149651375
58777.3946759259,6800003.29085144,0.00104505275100558,5.8948876161385,0.000102553669535139,3.12201629359944
58777.3952546296,6800004.38199982,0.00111962188250091,5.92323683614622,0.000102553991254964,3.12185048532085
58777.3958333333,6800005.53418656,0.00119331960100487,5.95175678239976,0.000102556483406075,3.12151879285974
58777.396412037,6800006.74380285,0.00126608787198922,5.98044432892237,0.00010256306343313,3.12102460995117
58777.3969907407,6800008.00706043,0.00133786926742935,6.00929420116609,0.00010257560624059,3.12037346010015
58777.3975694444,6800009.32000266,0.00140860700863642,6.03829901799343,0.000102595919322759,3.11957295460564
58777.3981481481,6800010.67851614,0.00147824500951032,6.06744936522744,0.000102625718353005,3.11863271883207
58777.3987268519,6800012.0783428,0.00154672792018918,6.09673390138758,0.000102666603611437,3.11756428619571
58777.3993055556,6800013.51509246,0.00161400117107558,6.1261394954395,0.000102720037637584,3.1163809600851
58777.3998842593,6800014.98425578,0.00168001101719795,6.1556513955507,0.000102787324492607,3.11509764476292
58777.400462963,6800016.48121768,0.00174470458287486,6.18525342695198,0.000102869591003433,3.11373064716775
58777.4010416667,6800018.00127105,0.00180802990662976,6.21492821612796,0.000102967770338442,3.11229745241001
58777.4016203704,6800019.53963085,0.00186993598630552,6.2446574377171,0.000103082588230817,3.11081647659384
58777.4021990741,6800021.09144848,0.00193037282432049,6.27442207973806,0.000103214552122055,3.10930680135216
58777.4027777778,6800022.65182645,0.00198929147299609,0.0210174149542594,0.000103363943445379,3.1077878951145
58777.4033564815,6800024.21583327,0.00204664407988833,0.0507945159616436,0.000103530813208462,3.10627932659977
58777.4039351852,6800025.7785185,0.0021023839330401,0.0805487005348278,0.000103714980969081,3.10480047631172
58777.4045138889,6800027.33492797,0.00215646550607708,0.110261044966339,0.000103916037228207,3.10337025189572
58777.4050925926,6800028.88011918,0.00220884450305157,0.139913351974962,0.000104133349195319,3.10200681308748
58777.4056712963,6800030.40917663,0.00225947790294534,0.169488410863319,0.000104366069812745,3.10072731165419
58777.40625,6800031.91722729,0.00230832400372974,0.198970237858136,0.000104613149862147,3.09954765121669
58777.4068287037,6800033.39945601,0.00235534246588496,0.228344292406772,0.000104873352918916,3.09848227117642
58777.4074074074,6800034.85112082,0.00240049435526602,0.257597665989762,0.000105145272870974,3.09754395819179
58777.4079861111,6800036.26756815,0.0024437421852142,0.286719240854472,0.00010542735367862,3.09674368779605
58777.4085648148,6800037.64424792,0.00248504995779599,0.315699816960465,0.000105717911022222,3.09609049786732
58777.4091435185,6800038.97672829,0.00252438320406126,0.344532206292857,0.000106015155465106,3.09559139479267
58777.4097222222,6800040.26071028,0.00256170902320187,0.373211294521295,0.000106317216749486,3.09525129234959
58777.4103009259,6800041.49204193,0.00259699612050008,0.401734070715954,0.000106622168843174,3.09507298259085
58777.4108796296,6800042.66673221,0.00263021484394898,0.430099626466685,0.000106928055362914,3.09505713738615
58777.4114583333,6800043.78096442,0.00266133721943384,0.458309126263633,0.000107232915015338,3.09520233876047
58777.412037037,6800044.83110915,0.00269033698435556,0.486365751385737,0.000107534806717272,3.09550513578173
58777.4126157407,6800045.81373666,0.00271718961959686,0.51427461980391,0.000107831834081948,3.09596012548761
58777.4131944444,6800046.72562875,0.00274187237971236,0.542042684753272,0.000108122168985322,3.09656005519632
58777.4137731481,6800047.56378996,0.00276436432124999,0.569678614666638,0.000108404073955708,3.09729594350573
58777.4143518519,6800048.32545806,0.00278464632909415,0.597192657114527,0.000108675923159332,3.0981572173338
58777.4149305556,6800049.00811389,0.00280270114074748,0.624596489275777,0.000108936221783199,3.09913186247234
58777.4155092593,6800049.60949034,0.00281851336845053,0.65190305729437,0.000109183623644157,3.10020658529693
