t,x,y,z
58835.3,6760011.67554494,0.00137989285194981,735841.794473435
58835.4,6759928.66550922,0.00138000117990716,736602.893979957
58835.5,6759845.5696592,0.00138090972039948,737363.984107428
58835.6,6759762.3879999,0.00138349211560148,738125.064847101
58835.7,6759679.12053309,0.00138511330251447,738886.13619037
58835.8,6759595.76725743,0.00138594572346664,739647.198127505
58835.9,6759512.32817335,0.00138730396371802,740408.250648385
58836,6759428.80328335,0.00138871616811281,741169.293742273
58836.1,6759345.19258767,0.00139020709168822,741930.327399549
58836.2,6759261.49608816,0.00139150794089946,742691.35161058
58836.3,6759177.71378488,0.00139222011216585,743452.366365625
58836.4,6759093.84567818,0.00139228349390687,744213.371654722
58836.5,6759009.89176796,0.00139318799386335,744974.367467909
58836.6,6758925.8520593,0.0013956693758026,745735.353796443
58836.7,6758841.7265538,0.00139721681042668,746496.330631682
58836.8,6758757.51525012,0.00139798687425962,747257.297963893
58836.9,6758673.21814884,0.00139930896578488,748018.255782971
58837,6758588.83525237,0.0014006387687915,748779.204078155
58837.1,6758504.366561,0.00140203531545391,749540.142839849
58837.2,6758419.81207658,0.00140321908024549,750301.072058415
58837.3,6758335.17179917,0.00140383344753576,751061.991724138
58837.4,6758250.44572909,0.00140380198624745,751822.901827026
58837.5,6758165.63386637,0.00140461894635023,752583.802357159
58837.6,6758080.73621612,0.00140693312048067,753344.6933058
58837.7,6757995.75277984,0.00140833435581422,754105.574664272
58837.8,6757910.68355617,0.00140896802235244,754866.446422825
58837.9,6757825.52854582,0.00141017144623496,755627.308571374
58838,6757740.2877511,0.00141134167322512,756388.161099137
58838.1,6757654.96117236,0.00141256271736749,757149.003996537
58838.2,6757569.54881145,0.00141354985374856,757909.837253939
58838.3,6757484.05066843,0.00141398410700593,758670.660861657
58838.4,6757398.46674362,0.00141377249678563,759431.474809666
58838.5,6757312.79703711,0.00141440221486198,760192.27908808
58838.6,6757227.04155409,0.00141647624109776,760953.073688184
58838.7,6757141.20029599,0.00141763701601597,761713.85860127
58838.8,6757055.2732614,0.00141804167522933,762474.633817549
58838.9,6756969.26045114,0.00141902983638676,763235.399326964
58839,6756883.16186743,0.00141996057880996,763996.155118711
58839.1,6756796.97751067,0.00142093706506262,764756.901183226
58839.2,6756710.70738273,0.00142166063933014,765517.637510887
58839.3,6756624.35148369,0.00142184352130409,766278.364092036
58839.4,6756537.90981382,0.00142137842347554,767039.080916617
58839.5,6756451.38237328,0.00142177307787321,767799.787974766
58839.6,6756364.76916737,0.00142357093032851,768560.48525781
58839.7,6756278.07019744,0.00142442357461081,769321.172757009
58839.8,6756191.28546203,0.00142453721199093,770081.850462522
58839.9,6756104.41496208,0.00142524683432251,770842.518364325
58840,6756017.45869971,0.00142589598071986,771603.17645159
58840.1,6755930.41667535,0.00142660809697498,772363.824714764
58840.2,6755843.28889092,0.00142704974684776,773124.463144242
58840.3,6755756.07534649,0.00142695938857001,773885.091730391
58840.4,6755668.77604233,0.0014262201059626,774645.710463129
58840.5,6755581.3909786,0.00142640564124553,775406.319332604
58840.6,6755493.9201608,0.00142794228396992,776166.918330197
58840.7,6755406.36359012,0.00142846832610291,776927.507447139
58840.8,6755318.72126509,0.00142827828023235,777688.086673533
58840.9,6755230.99318674,0.00142869727754764,778448.655999387
58841,6755143.17935713,0.00142907009414378,779209.215413846
58841.1,6755055.27977671,0.00142954535586483,779969.764907375
58841.2,6754967.29444744,0.00142973232218608,780730.304470379
58841.3,6754879.2233694,0.00142939336977692,781490.834093248
58841.4,6754791.0665428,0.00142840992425633,782251.353765878
58841.5,6754702.8239679,0.00142844694142418,783011.863478427
58841.6,6754614.49565033,0.00142976016517038,783772.363222328
58841.7,6754526.08159109,0.00142997660897306,784532.852988793
58841.8,6754437.58178874,0.00142950281193199,785293.332767865
58841.9,6754348.99624442,0.00142965271297041,786053.802549584
58842,6754260.32496011,0.00142978261964753,786814.262323076
58842.1,6754171.56793631,0.00143006801690215,787574.712078824
58842.2,6754082.72517498,0.00143004546731079,788335.151807233
58842.3,6753993.79667621,0.00142950130371994,789095.581498711
58842.4,6753904.78244019,0.001428325475702,789856.001143135
58842.5,6753815.68246727,0.00142826724757606,790616.410730674
58842.6,6753726.49676316,0.00142938873269097,791376.810252814
58842.7,6753637.22532868,0.00142932962875896,792137.199700741
58842.8,6753547.86816243,0.00142860791295869,792897.579064455
58842.9,6753458.42526567,0.00142852477630911,793657.948334016
58843,6753368.89664032,0.00142845401369455,794418.30749855
58843.1,6753279.28228693,0.00142859560068076,795178.656548559
58843.2,6753189.58220743,0.00142840690413854,795938.99547443
58843.3,6753099.79640196,0.00142770020905422,796699.324266582
58843.4,6753009.92487062,0.00142638246286872,797459.642914881
58843.5,6752919.96761393,0.00142626820144632,798219.951409504
58843.6,6752829.92463763,0.0014272225058292,798980.249741989
58843.7,6752739.79594234,0.00142693419499902,799740.537903495
58843.8,6752649.58152671,0.00142601540573261,800500.815883986
58843.9,6752559.28139215,0.00142574801427933,801261.083673537
58844,6752468.89554053,0.00142552220249233,802021.341261294
58844.1,6752378.42397244,0.0014255606541287,802781.588637781
58844.2,6752287.86668979,0.00142524336869732,803541.825793343
58844.3,6752197.22369271,0.00142441158618061,804302.05271841
58844.4,6752106.49498129,0.00142299371346492,805062.269402839
58844.5,6752015.68055618,0.00142285799842117,805822.475836817
58844.6,6751924.78042312,0.00142367268687544,806582.67201193
58844.7,6751833.79458253,0.00142320977189135,807342.857919306
58844.8,6751742.72303317,0.00142215693035184,808103.033548885
58844.9,6751651.56577655,0.00142176680579346,808863.198890749
58845,6751560.32281452,0.00142143473362533,809623.353934076
58845.1,6751468.99414772,0.00142140609694925,810383.498669414
58845.2,6751377.57977801,0.00142099318524405,811143.633087059
58845.3,6751286.07970554,0.00142006862760709,811903.75717744
58845.4,6751194.49393036,0.00141858400239835,812663.870930416
58845.5,6751102.82245326,0.00141845982238785,813423.97433618
58845.6,6751011.06527996,0.00141916888253516,814184.067386371
58845.7,6750919.2224107,0.00141858562714095,814944.150072074
58845.8,6750827.29384435,0.00141746357884975,815704.222383219
58845.9,6750735.27958252,0.00141701759518355,816464.284309885
58846,6750643.17962705,0.00141663103489271,817224.335841287
58846.1,6750550.99397861,0.00141657168044228,817984.376968
58846.2,6750458.72263903,0.00141609713239537,818744.407680264
58846.3,6750366.36560846,0.00141511228244306,819504.427968509
58846.4,6750273.92288694,0.00141359224495986,820264.437822595
58846.5,6750181.39447537,0.00141351573875364,821024.437232727
58846.6,6750088.78037943,0.00141416646672188,821784.426190592
58846.7,6749996.08059923,0.00141352088828522,822544.404687233
58846.8,6749903.29513371,0.00141239838292085,823304.372712577
58846.9,6749810.42398461,0.00141197034747308,824064.33025669
58847,6749717.46715377,0.00141159235216393,824824.277308825
